composition_key,n_elements,sources,canonical_phase,has_conflict,borg_label,pei_label,peivaste_label,borg_raw_label,pei_raw_label,peivaste_raw_label,borg_processing,borg_doi,source_row_ids
Al0.1101Co0.2793Cu0.1832Fe0.0701Ni0.3574,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8291
Al0.1103Co0.1779Cr0.1779Fe0.1779Mn0.1779Ni0.1779,6,borg2020;peivaste,multi-phase,0,multi-phase,,multi-phase,FCC+BCC,,BCC+FCC,CAST,10.1016/j.actamat.2013.09.037,borg2020:16;peivaste:1855
Al0.1104Co0.2414Cr0.1177Cu0.2324Ni0.2982,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5975
Al0.1104Co0.2792Cu0.1831Fe0.0700Ni0.3573,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5790
Al0.1105Co0.1579Cr0.1579Fe0.1579Ni0.3316Ta0.0840,6,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:4166
Al0.1107Co0.2751Cu0.1830Fe0.0810Ni0.3502,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5789
Al0.1109Co0.2577Cu0.1868Fe0.1129Ni0.3317,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10019
Al0.1110Co0.1000Cr0.3720Cu0.2960Ni0.1210,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8896
Al0.1110Co0.1190Cu0.2320Fe0.3820Ni0.1560,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9775
Al0.1110Co0.2670Cu0.1850Fe0.0960Ni0.3410,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8410
Al0.1110Co0.2750Cu0.1830Fe0.0810Ni0.3500,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8555
Al0.1110Co0.3250Cr0.1500Fe0.0750Ni0.3390,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8539
Al0.1110Cr0.2223Fe0.3333Mn0.2223Ni0.1110,5,borg2020,BCC,0,BCC,,,BCC,,,CAST,10.1016/j.msea.2010.05.052,borg2020:18
Al0.1111Co0.1111Cr0.1111Cu0.1111Fe0.1111Mn0.1111Ni0.1111Ti0.1111V0.1111,9,pei2020;peivaste,multi-phase,0,,multi-phase,multi-phase,,multi-phase,BCC+FCC,,,pei2020:719;peivaste:4362
Al0.1111Co0.1435Cr0.2394Fe0.3224Ni0.1837,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6779
Al0.1111Co0.1662Cu0.1962Fe0.3173Ni0.2092,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9538
Al0.1111Co0.2222Cr0.2222Cu0.2222Fe0.2222,5,borg2020;peivaste,FCC,0,FCC,,FCC,FCC,,FCC,,10.3166/acsm.31.633-648,borg2020:20;peivaste:1932
Al0.1111Co0.2222Cr0.2222Fe0.2222Ni0.2222,5,borg2020;pei2020;peivaste,multi-phase,0,multi-phase,multi-phase,multi-phase,FCC+BCC,multi-phase,BCC+FCC,ANNEAL,10.1016/j.jallcom.2009.08.090,borg2020:54;pei2020:674;peivaste:129
Al0.1111Co0.2578Cu0.1866Fe0.1128Ni0.3317,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5787
Al0.1111Co0.2669Cu0.1846Fe0.0960Ni0.3414,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5788
Al0.1111Co0.3250Cr0.1499Fe0.0747Ni0.3393,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6469
Al0.1111Cr0.2222Cu0.2222Fe0.2222Ni0.2222,5,borg2020;peivaste,FCC,0,FCC,,FCC,FCC,,FCC,CAST,10.1007/s11665-018-3822-8,borg2020:126;peivaste:196
Al0.1111Cr0.2222Cu0.2222Ni0.2222V0.2222,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:4173
Al0.1111Cr0.2222Fe0.2222Mn0.2222Ni0.2222,5,borg2020;peivaste,,1,multi-phase,,BCC,BCC+B2,,BCC,CAST,10.1016/j.msea.2019.04.104,borg2020:99;peivaste:2073
Al0.1111Cr0.2222Fe0.2222Ni0.2222V0.2222,5,pei2020,multi-phase,0,,multi-phase,,,multi-phase,,,,pei2020:679
Al0.1111Cr0.2222Fe0.3333Mn0.2222Ni0.1111,5,pei2020;peivaste,,1,,multi-phase,BCC,,multi-phase,BCC,,,pei2020:677;peivaste:226
Al0.1111Cr0.2222Mo0.2222Nb0.2222Ti0.2222,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+IM,,,peivaste:4589
Al0.1111Cr0.2222Mo0.2222Nb0.2222V0.2222,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+IM,,,peivaste:5484
Al0.1111Hf0.2222Mo0.2222Nb0.2222Ti0.2222,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:4290
Al0.1111Hf0.2222Nb0.2222Ti0.2222Zr0.2222,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:1253
Al0.1111Mo0.1111Nb0.2222Ta0.1111Ti0.2222Zr0.2222,6,borg2020;peivaste,multi-phase,0,multi-phase,,multi-phase,BCC+B2,,BCC+IM,OTHER,10.1016/j.matdes.2017.11.033,borg2020:77;peivaste:2857
Al0.1111Mo0.2222Nb0.2222Ti0.2222V0.2222,5,borg2020;peivaste,BCC,0,BCC,,BCC,BCC,,BCC,CAST,10.3390/e16020870,borg2020:41;peivaste:1099
Al0.1111Mo0.2222Ta0.2222Ti0.2222V0.2222,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:5598
Al0.1111Nb0.2222Ta0.2222Ti0.2222V0.2222,5,borg2020;peivaste,BCC,0,BCC,,BCC,BCC,,BCC,CAST,10.1016/j.proeng.2012.03.043,borg2020:42;peivaste:357
Al0.1111Nb0.2222Ti0.2222V0.2222Zr0.2222,5,pei2020;peivaste,multi-phase,0,,multi-phase,multi-phase,,multi-phase,IM,,,pei2020:681;peivaste:1301
Al0.1113Co0.0999Cr0.3717Cu0.2959Ni0.1212,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7265
Al0.1113Co0.1192Cu0.2319Fe0.3817Ni0.1558,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6901
Al0.1113Co0.1655Cu0.1963Fe0.3175Ni0.2094,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:6875
Al0.1115Co0.0677Cr0.3106Fe0.4227Ni0.0874,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6739
Al0.1115Co0.3683Cr0.1218Cu0.0907Fe0.3076,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7539
Al0.1116Co0.1364Cr0.3228Cu0.2627Ni0.1664,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7246
Al0.1116Co0.2559Cr0.1217Cu0.1987Ni0.3121,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5981
Al0.1118Co0.0914Cr0.4261Cu0.2967Fe0.0740,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7459
Al0.1118Co0.2256Cr0.1388Fe0.2826Ni0.2411,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6458
Al0.1118Co0.2893Cr0.1247Cu0.1259Ni0.3483,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5978
Al0.1119Co0.2258Cr0.1389Fe0.2827Ni0.2408,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9512
Al0.1119Co0.2557Cr0.1219Cu0.1988Ni0.3117,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9382
Al0.1119Co0.3676Cr0.1219Cu0.0909Fe0.3077,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8374
Al0.1119Cr0.1525Cu0.1182Fe0.3486Ni0.2687,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7870
Al0.1119Cr0.1528Cu0.1179Fe0.3487Ni0.2687,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9640
Al0.1120Co0.0910Cr0.4260Cu0.2970Fe0.0740,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8875
Al0.1120Co0.1360Cr0.3230Cu0.2630Ni0.1660,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9537
Al0.1120Co0.2220Cr0.2220Fe0.2220Ni0.2220,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:1877
Al0.1120Co0.2890Cr0.1250Cu0.1260Ni0.3480,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:10044
Al0.1127Co0.1870Cu0.1774Fe0.2842Ni0.2386,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:6941
Al0.1127Co0.2769Cu0.1005Fe0.1626Ni0.3472,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6985
Al0.1128Co0.1750Cr0.1401Fe0.3829Ni0.1893,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+AM,,,peivaste:6447
Al0.1128Co0.2248Cr0.2107Cu0.1772Ni0.2745,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7389
Al0.1129Co0.0929Cu0.1758Fe0.4985Ni0.1199,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8441
Al0.1129Co0.0931Cu0.1756Fe0.4988Ni0.1197,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:5739
Al0.1129Co0.2697Cr0.1598Cu0.1369Ni0.3207,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9404
Al0.1129Co0.2767Cu0.1009Fe0.1628Ni0.3467,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9308
Al0.1129Co0.2802Cr0.1240Cu0.1466Ni0.3363,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5977
Al0.1129Co0.3482Cr0.1409Cu0.1084Fe0.2897,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7527
Al0.1130Co0.1750Cr0.1400Fe0.3830Ni0.1890,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9650
Al0.1130Co0.1870Cu0.1770Fe0.2840Ni0.2390,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9140
Al0.1130Co0.2210Cr0.1650Fe0.2220Ni0.2790,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9565
Al0.1130Co0.2250Cr0.2110Cu0.1770Ni0.2740,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9203
Al0.1130Co0.2410Cr0.1450Fe0.2400Ni0.2610,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9801
Al0.1130Co0.2800Cr0.1240Cu0.1470Ni0.3360,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9679
Al0.1130Co0.3480Cr0.1410Cu0.1080Fe0.2900,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:10054
Al0.1131Co0.2412Cr0.1448Fe0.2404Ni0.2606,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6463
Al0.1131Co0.2952Cu0.0864Fe0.1381Ni0.3672,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6998
Al0.1131Co0.2953Cu0.0861Fe0.1381Ni0.3674,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9114
Al0.1132Co0.2698Cr0.1596Cu0.1369Ni0.3206,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7337
Al0.1134Co0.2213Cr0.1651Fe0.2215Ni0.2788,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6822
Al0.1138Co0.1959Cr0.3061Cu0.2234Fe0.1608,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7404
Al0.1140Co0.1057Cr0.2722Fe0.3707Ni0.1374,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6697
Al0.1140Co0.1100Cu0.1770Fe0.4550Ni0.1440,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8502
Al0.1140Co0.1960Cr0.3060Cu0.2230Fe0.1610,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8719
Al0.1141Co0.2583Cr0.1471Fe0.2072Ni0.2733,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:8388
Al0.1141Co0.2983Cr0.1231Cu0.1071Ni0.3574,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8708
Al0.1143Co0.1095Cu0.1770Fe0.4550Ni0.1441,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:5753
Al0.1144Co0.2583Cr0.1470Fe0.2068Ni0.2734,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6464
Al0.1144Co0.2980Cr0.1235Cu0.1068Ni0.3573,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5979
Al0.1146Cr0.2676Cu0.1955Fe0.2374Ni0.1850,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7826
Al0.1147Co0.2963Cr0.1529Fe0.1222Ni0.3138,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6466
Al0.1148Co0.0735Cu0.2680Fe0.4468Ni0.0969,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6930
Al0.1149Co0.0739Cu0.2677Fe0.4466Ni0.0969,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8531
Al0.1149Co0.1862Cu0.1892Fe0.2650Ni0.2447,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:5764
Al0.1149Co0.2218Cr0.2767Cu0.2038Fe0.1828,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9328
Al0.1149Co0.2386Cr0.1489Fe0.1963Ni0.3014,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6834
Al0.1149Co0.2859Cr0.1512Fe0.1451Ni0.3028,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6465
Al0.1149Co0.3060Cr0.1520Fe0.1019Ni0.3252,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6467
Al0.1149Cr0.1786Cu0.1356Fe0.3233Ni0.2477,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7856
Al0.1149Cr0.1788Cu0.1359Fe0.3227Ni0.2478,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8285
Al0.1150Co0.1130Cr0.1173Cu0.5073Ni0.1473,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6011
Al0.1150Co0.1860Cu0.1890Fe0.2650Ni0.2450,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8383
Al0.1150Co0.2390Cr0.1490Fe0.1960Ni0.3010,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:8859
Al0.1150Co0.2860Cr0.1510Fe0.1450Ni0.3030,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8536
Al0.1150Co0.2960Cr0.1530Fe0.1220Ni0.3140,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9762
Al0.1150Co0.3060Cr0.1520Fe0.1020Ni0.3250,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8929
Al0.1150Co0.3170Cr0.1500Fe0.0860Ni0.3320,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8779
Al0.1150Cr0.2680Cu0.1950Fe0.2370Ni0.1850,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8828
Al0.1151Co0.1131Cr0.1171Cu0.5075Ni0.1471,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8344
Al0.1151Co0.2216Cr0.2765Cu0.2039Fe0.1829,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7470
Al0.1151Co0.2462Cr0.1842Cu0.1572Ni0.2973,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8518
Al0.1151Co0.3174Cr0.1499Fe0.0861Ni0.3315,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6468
Al0.1155Co0.1468Cu0.1906Fe0.3534Ni0.1937,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:5832
Al0.1155Co0.2459Cr0.1843Cu0.1573Ni0.2970,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7323
Al0.1157Co0.1943Cr0.1228Cu0.3210Ni0.2462,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5956
Al0.1158Co0.2730Cr0.1494Fe0.1722Ni0.2896,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6470
Al0.1159Co0.1432Cr0.3644Cu0.2601Fe0.1164,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7436
Al0.1159Co0.1469Cu0.1908Fe0.3526Ni0.1938,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9601
Al0.1159Co0.2104Cu0.1594Fe0.2504Ni0.2639,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:6956
Al0.1160Co0.1940Cr0.1230Cu0.3210Ni0.2460,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8472
Al0.1160Co0.2730Cr0.1490Fe0.1720Ni0.2900,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8173
Al0.1161Co0.1431Cr0.3644Cu0.2603Fe0.1161,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9626
Al0.1161Co0.2102Cu0.1592Fe0.2503Ni0.2643,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8982
Al0.1161Co0.3043Cr0.1241Cu0.0911Ni0.3644,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8297
Al0.1164Co0.1593Cr0.2195Fe0.2970Ni0.2077,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6860
Al0.1164Co0.3043Cr0.1245Cu0.0913Ni0.3636,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5980
Al0.1167Cr0.0937Cu0.0701Fe0.4066Ni0.3128,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7904
Al0.1169Cr0.0939Cu0.0699Fe0.4066Ni0.3127,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:10063
Al0.1170Co0.1010Cu0.2460Fe0.4040Ni0.1320,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9725
Al0.1170Cr0.2060Cu0.1550Fe0.2930Ni0.2290,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8169
Al0.1172Co0.1012Cu0.2457Fe0.4039Ni0.1321,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6912
Al0.1172Cr0.2064Cu0.1551Fe0.2928Ni0.2285,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7922
Al0.1176Cr0.2941Fe0.4412Ni0.1471,4,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:243
Al0.1177Co0.1469Cr0.1475Fe0.4303Ni0.1577,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6433
Al0.1177Co0.1913Cr0.1497Fe0.3345Ni0.2068,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+AM,,,peivaste:6446
Al0.1179Co0.1503Cr0.1242Cu0.4148Ni0.1928,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5943
Al0.1179Co0.1908Cr0.1499Fe0.3347Ni0.2068,5,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:9681
Al0.1180Co0.0918Cr0.1174Cu0.5491Ni0.1238,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5931
Al0.1180Co0.0920Cr0.1170Cu0.5490Ni0.1240,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8669
Al0.1180Co0.1500Cr0.1240Cu0.4150Ni0.1930,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8392
Al0.1181Co0.1081Cr0.2452Cu0.3934Ni0.1351,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8332
Al0.1185Co0.1082Cr0.2449Cu0.3932Ni0.1352,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:5862
Al0.1187Co0.2328Cu0.1399Fe0.2186Ni0.2900,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7037
Al0.1187Co0.2531Cu0.1205Fe0.1898Ni0.3180,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:6971
Al0.1188Ni0.4554Ti0.1980Zr0.2277,4,peivaste,multi-phase,0,,,multi-phase,,,AM,,,peivaste:3958
Al0.1189Co0.1782Cr0.1782Fe0.3466Ni0.1782,5,borg2020,multi-phase,0,multi-phase,,,BCC+B2,,,CAST,10.1016/j.scriptamat.2016.04.014,borg2020:195
Al0.1189Co0.2328Cu0.1399Fe0.2188Ni0.2897,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:8211
Al0.1189Co0.2463Cr0.2474Cu0.1820Fe0.2053,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7485
Al0.1189Cr0.2368Cu0.1758Fe0.2647Ni0.2038,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:8660
Al0.1190Co0.0159Cr0.0159Fe0.0159Ni0.7143Ti0.1190,6,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:4866
Al0.1190Co0.2530Cu0.1200Fe0.1900Ni0.3180,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9833
Al0.1190Cr0.2368Cu0.1758Fe0.2647Ni0.2036,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7841
Al0.1191Co0.0908Cr0.2837Fe0.3894Ni0.1171,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6710
Al0.1191Co0.1221Cu0.1932Fe0.4034Ni0.1622,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8219
Al0.1191Co0.2462Cr0.2472Cu0.1822Fe0.2052,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9969
Al0.1192Co0.1223Cu0.1931Fe0.4034Ni0.1620,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:5752
Al0.1196Co0.1984Cu0.1971Fe0.2245Ni0.2605,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:5770
Al0.1197Co0.1761Cr0.1761Fe0.1761Mn0.1761Ni0.1761,6,borg2020;peivaste,multi-phase,0,multi-phase,,multi-phase,FCC+BCC,,BCC+FCC,CAST,10.1016/j.actamat.2013.09.037,borg2020:16;peivaste:1856
Al0.1198Co0.1212Cr0.2542Fe0.3471Ni0.1577,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6763
Al0.1199Co0.1159Cr0.3447Cu0.2777Ni0.1419,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8458
Al0.1199Co0.1164Cr0.3446Cu0.2776Ni0.1415,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7253
Al0.1200Co0.1760Cr0.1760Fe0.1760Mn0.1760Ni0.1760,6,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:4490
Al0.1200Co0.1980Cu0.1970Fe0.2250Ni0.2600,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9430
Al0.1200Co0.2000Cr0.2000Fe0.2000Ni0.2000Ti0.0800,6,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:155
Al0.1200Co0.2110Cu0.2060Fe0.1900Ni0.2730,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9383
Al0.1200Co0.2200Cr0.0800Fe0.0800Mo0.0100Ni0.4600Ti0.0300,7,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:3388
Al0.1200Cr0.2001Fe0.2001Ni0.4798,4,borg2020,FCC,0,FCC,,,FCC,,,CAST,10.1016/j.jallcom.2018.08.176,borg2020:245
Al0.1200Cr0.4060Cu0.2800Fe0.1100Ni0.0840,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8324
Al0.1200Fe0.3300Mn0.3800Ni0.1700,4,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:1374
Al0.1201Co0.1031Cu0.1982Fe0.4434Ni0.1351,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9736
Al0.1202Co0.2109Cu0.2060Fe0.1901Ni0.2728,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5771
Al0.1202Co0.2933Cr0.2933Ni0.2933,4,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:4183
Al0.1202Cr0.4060Cu0.2798Fe0.1097Ni0.0842,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7807
Al0.1204Co0.1028Cu0.1983Fe0.4431Ni0.1354,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:5738
Al0.1205Co0.1192Cr0.1498Fe0.4801Ni0.1304,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6500
Al0.1207Co0.1724Cr0.1724Fe0.1724Ni0.3621,5,peivaste,multi-phase,0,,,multi-phase,,,FCC+IM,,,peivaste:10728
Al0.1210Co0.1560Cr0.2950Cu0.2400Ni0.1880,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:9922
Al0.1213Co0.1558Cr0.2945Cu0.2405Ni0.1879,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+FCC,,,peivaste:7233
Al0.1214Co0.0566Cr0.3155Fe0.4319Ni0.0746,5,peivaste,multi-phase,0,,,multi-phase,,,IM,,,peivaste:6744
Al0.1215Co0.1396Cu0.2132Fe0.3471Ni0.1786,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:6888
Al0.1216Co0.3261Cr0.0894Cu0.0785Ni0.3844,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:7380
Al0.1216Cr0.3305Cu0.2350Fe0.1765Ni0.1363,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7773
Al0.1217Co0.2113Cr0.1297Cu0.2754Ni0.2618,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:5961
Al0.1219Co0.1399Cu0.2128Fe0.3467Ni0.1788,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:8381
Al0.1219Cr0.4152Cu0.2958Fe0.0934Ni0.0737,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:7815
Al0.1220Co0.2110Cr0.1300Cu0.2750Ni0.2620,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9051
Al0.1220Co0.3260Cr0.0890Cu0.0790Ni0.3840,5,peivaste,FCC,0,,,FCC,,,FCC,,,peivaste:9628
Al0.1220Cr0.2439Fe0.3659Mn0.2439Ni0.0244,5,peivaste,multi-phase,0,,,multi-phase,,,BCC+IM,,,peivaste:231
Al0.1220Cr0.3300Cu0.2350Fe0.1770Ni0.1360,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9108
Al0.1220Cr0.4150Cu0.2960Fe0.0930Ni0.0740,5,peivaste,BCC,0,,,BCC,,,BCC,,,peivaste:9033
